dataset,school_name,level,ownership,zipcode,borough_or_city,category_raw,control_raw,lon,lat,source_note
schools_2020_points,I.S. 237,middle,public_nyc_doe,Q237,Flushing,Junior High-Intermediate-Middle,,-73.821402,40.74943,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 238 - Susan B. Anthony Academy,middle,public_nyc_doe,Q238,Jamaica,Junior High-Intermediate-Middle,,-73.779653,40.712743,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 250 The Robert F. Kennedy Community Middle Sc,middle,public_nyc_doe,Q250,Kew Gardens Hills,Junior High-Intermediate-Middle,,-73.80938,40.724195,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 254,middle,public_nyc_doe,X254,Belmont,Junior High-Intermediate-Middle,,-73.889878,40.858721,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 281 Joseph B Cavallaro,middle,public_nyc_doe,K281,Bensonhurst East,Junior High-Intermediate-Middle,,-73.993565,40.594648,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 285 Meyer Levin,middle,public_nyc_doe,K285,Rugby-Remsen Village,Junior High-Intermediate-Middle,,-73.920784,40.647818,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 289,middle,public_nyc_doe,M289,Battery Park City-Lower Manhattan,Junior High-Intermediate-Middle,,-74.013967,40.71701,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 303 Herbert S. Eisenberg,middle,public_nyc_doe,K303,West Brighton,Junior High-Intermediate-Middle,,-73.972009,40.582518,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 313 School of Leadership Development,middle,public_nyc_doe,X313,Claremont-Bathgate,Junior High-Intermediate-Middle,,-73.904353,40.840536,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 318 Eugenio Maria De Hostos,middle,public_nyc_doe,K318,Williamsburg,Junior High-Intermediate-Middle,,-73.948771,40.703034,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 339,middle,public_nyc_doe,X339,Claremont-Bathgate,Junior High-Intermediate-Middle,,-73.904353,40.840536,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 340,middle,public_nyc_doe,K340,Prospect Heights,Junior High-Intermediate-Middle,,-73.970315,40.676357,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 347 School of Humanities,middle,public_nyc_doe,K347,Bushwick South,Junior High-Intermediate-Middle,,-73.927938,40.70081,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,"I.S. 349 Math, Science & Tech.",middle,public_nyc_doe,K349,Bushwick South,Junior High-Intermediate-Middle,,-73.927938,40.70081,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 364 Gateway,middle,public_nyc_doe,K364,Starrett City,Junior High-Intermediate-Middle,,-73.881115,40.646211,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 392,middle,public_nyc_doe,K392,Brownsville,Junior High-Intermediate-Middle,,-73.91788,40.665553,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 49 Berta A. Dreyfus,middle,public_nyc_doe,R049,Stapleton-Rosebank,Junior High-Intermediate-Middle,,-74.080695,40.620443,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 5 - The Walter Crowley Intermediate School,middle,public_nyc_doe,Q005,Elmhurst-Maspeth,Junior High-Intermediate-Middle,,-73.888133,40.737405,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 528 Bea Fuller Rodgers School,middle,public_nyc_doe,M528,Washington Heights North,Junior High-Intermediate-Middle,,-73.934676,40.850683,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 584,middle,public_nyc_doe,X584,Melrose South-Mott Haven North,Junior High-Intermediate-Middle,,-73.912038,40.814857,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 73 - The Frank Sansivieri Intermediate School,middle,public_nyc_doe,Q073,Maspeth,Junior High-Intermediate-Middle,,-73.893318,40.728558,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 915,middle,public_nyc_doe,K915,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Junior High-Intermediate-Middle,,-73.986105,40.695444,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. 98 Bay Academy,middle,public_nyc_doe,K098,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Junior High-Intermediate-Middle,,-73.954047,40.583893,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. R002 George L. Egbert,middle,public_nyc_doe,R002,New Dorp-Midland Beach,Junior High-Intermediate-Middle,,-74.099685,40.576728,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,I.S. X303 Leadership & Community Service,middle,public_nyc_doe,X303,University Heights-Morris Heights,Junior High-Intermediate-Middle,,-73.915217,40.849416,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,"I.S. X318 Math, Science & Technology Through Arts",middle,public_nyc_doe,X318,East Tremont,Junior High-Intermediate-Middle,,-73.890145,40.843705,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Irwin Altman Middle School 172,middle,public_nyc_doe,Q172,Glen Oaks-Floral Park-New Hyde Park,Junior High-Intermediate-Middle,,-73.713245,40.741409,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Isaac Newton Middle School for Math & Science,middle,public_nyc_doe,M825,East Harlem North,Junior High-Intermediate-Middle,,-73.932868,40.794184,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 008 Richard S. Grossley,middle,public_nyc_doe,Q008,South Jamaica,Junior High-Intermediate-Middle,,-73.786403,40.69691,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 014 Shell Bank,middle,public_nyc_doe,K014,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Junior High-Intermediate-Middle,,-73.938107,40.593232,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 022 Jordan L. Mott,middle,public_nyc_doe,X022,East Concourse-Concourse Village,Junior High-Intermediate-Middle,,-73.91435,40.832022,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 050 John D. Wells,middle,public_nyc_doe,K050,North Side-South Side,Junior High-Intermediate-Middle,,-73.960137,40.711915,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 054 Booker T. Washington,middle,public_nyc_doe,M054,Morningside Heights,Junior High-Intermediate-Middle,,-73.96327,40.8007,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 062 Ditmas,middle,public_nyc_doe,K062,Kensington-Ocean Parkway,Junior High-Intermediate-Middle,,-73.971153,40.638087,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 067 Louis Pasteur,middle,public_nyc_doe,Q067,Douglas Manor-Douglaston-Little Neck,Junior High-Intermediate-Middle,,-73.734832,40.762241,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 074 Nathaniel Hawthorne,middle,public_nyc_doe,Q074,Oakland Gardens,Junior High-Intermediate-Middle,,-73.766653,40.744743,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 078 Roy H. Mann,middle,public_nyc_doe,K078,Georgetown-Marine Park-Bergen Beach-Mill Basin,Junior High-Intermediate-Middle,,-73.912914,40.620537,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 080 The Mosholu Parkway,middle,public_nyc_doe,X080,Norwood,Junior High-Intermediate-Middle,,-73.881245,40.876819,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 088 Peter Rouget,middle,public_nyc_doe,K088,Sunset Park West,Junior High-Intermediate-Middle,,-73.988743,40.660805,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 098 Herman Ridder,middle,public_nyc_doe,X098,Crotona Park East,Junior High-Intermediate-Middle,,-73.890591,40.836245,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 104 Simon Baruch,middle,public_nyc_doe,M104,Gramercy,Junior High-Intermediate-Middle,,-73.981034,40.735879,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 118 William W. Niles,middle,public_nyc_doe,X118,East Tremont,Junior High-Intermediate-Middle,,-73.892482,40.848702,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 123 James M. Kieran,middle,public_nyc_doe,X123,Soundview-Bruckner,Junior High-Intermediate-Middle,,-73.874162,40.824989,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 127 The Castle Hill,middle,public_nyc_doe,X127,Parkchester,Junior High-Intermediate-Middle,,-73.853203,40.838759,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 131 Albert Einstein,middle,public_nyc_doe,X131,Soundview-Castle Hill-Clason Point-Harding Park,Junior High-Intermediate-Middle,,-73.859998,40.822925,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 143 Eleanor Roosevelt,middle,public_nyc_doe,M143,Washington Heights North,Junior High-Intermediate-Middle,,-73.930991,40.849311,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 144 Michelangelo,middle,public_nyc_doe,X144,Allerton-Pelham Gardens,Junior High-Intermediate-Middle,,-73.836525,40.863842,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 151 Lou Gehrig,middle,public_nyc_doe,X151,East Concourse-Concourse Village,Junior High-Intermediate-Middle,,-73.92114,40.822574,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 157 Stephen A. Halsey,middle,public_nyc_doe,Q157,Forest Hills,Junior High-Intermediate-Middle,,-73.852879,40.732348,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 162 The Willoughby,middle,public_nyc_doe,K162,Bushwick North,Junior High-Intermediate-Middle,,-73.919643,40.706816,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 167 Robert F. Wagner,middle,public_nyc_doe,M167,Lenox Hill-Roosevelt Island,Junior High-Intermediate-Middle,,-73.957827,40.771541,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 185 Edward Bleeker,middle,public_nyc_doe,Q185,Murray Hill,Junior High-Intermediate-Middle,,-73.818607,40.774906,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 189 Daniel Carter Beard,middle,public_nyc_doe,Q189,Murray Hill,Junior High-Intermediate-Middle,,-73.818399,40.759963,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 190 Russell Sage,middle,public_nyc_doe,Q190,Forest Hills,Junior High-Intermediate-Middle,,-73.8517,40.723478,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 194 William Carr,middle,public_nyc_doe,Q194,Whitestone,Junior High-Intermediate-Middle,,-73.80699,40.783231,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 201 The Dyker Heights,middle,public_nyc_doe,K201,Dyker Heights,Junior High-Intermediate-Middle,,-74.013749,40.619043,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 202 Robert H. Goddard,middle,public_nyc_doe,Q202,Ozone Park,Junior High-Intermediate-Middle,,-73.845992,40.670905,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 210 Elizabeth Blackwell,middle,public_nyc_doe,Q210,Woodhaven,Junior High-Intermediate-Middle,,-73.847633,40.68476,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 216 George J. Ryan,middle,public_nyc_doe,Q216,Fresh Meadows-Utopia,Junior High-Intermediate-Middle,,-73.794501,40.737188,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 217 Robert A. Van Wyck,middle,public_nyc_doe,Q217,Briarwood-Jamaica Hills,Junior High-Intermediate-Middle,,-73.811461,40.710384,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 218 James P. Sinnott,middle,public_nyc_doe,K218,East New York,Junior High-Intermediate-Middle,,-73.874537,40.67002,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 220 John J. Pershing,middle,public_nyc_doe,K220,Sunset Park East,Junior High-Intermediate-Middle,,-74.00125,40.640997,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 223 The Montauk,middle,public_nyc_doe,K223,Borough Park,Junior High-Intermediate-Middle,,-73.982424,40.6351,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 226 Virgil I. Grissom,middle,public_nyc_doe,Q226,South Ozone Park,Junior High-Intermediate-Middle,,-73.81673,40.675021,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 227 Edward B. Shallow,middle,public_nyc_doe,K227,Bensonhurst West,Junior High-Intermediate-Middle,,-73.995961,40.622102,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 234 Arthur W. Cunningham,middle,public_nyc_doe,K234,Madison,Junior High-Intermediate-Middle,,-73.955217,40.604447,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 259 William McKinley,middle,public_nyc_doe,K259,Dyker Heights,Junior High-Intermediate-Middle,,-74.014633,40.626089,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 278 Marine Park,middle,public_nyc_doe,K278,park-cemetery-etc-Brooklyn,Junior High-Intermediate-Middle,,-73.938721,40.606745,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 291 Roland Hayes,middle,public_nyc_doe,K291,Bushwick North,Junior High-Intermediate-Middle,,-73.915217,40.695875,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 292 Margaret S. Douglas,middle,public_nyc_doe,K292,East New York (Pennsylvania Ave),Junior High-Intermediate-Middle,,-73.893319,40.671601,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,J.H.S. 383 Philippa Schuyler,middle,public_nyc_doe,K383,Bushwick North,Junior High-Intermediate-Middle,,-73.919088,40.697898,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Jean Nuzzi Intermediate School,middle,public_nyc_doe,Q109,Queens Village,Junior High-Intermediate-Middle,,-73.746375,40.720074,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,John Ericsson Middle School 126,middle,public_nyc_doe,K126,Greenpoint,Junior High-Intermediate-Middle,,-73.947932,40.719818,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Jonas Bronck Academy,middle,public_nyc_doe,X228,Fordham South,Junior High-Intermediate-Middle,,-73.891562,40.860987,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Kappa,middle,public_nyc_doe,X215,Claremont-Bathgate,Junior High-Intermediate-Middle,,-73.903951,40.833493,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Kappa III,middle,public_nyc_doe,X316,East Tremont,Junior High-Intermediate-Middle,,-73.886721,40.846128,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Kappa V (Knowledge and Power Preparatory Academy),middle,public_nyc_doe,K518,Brownsville,Junior High-Intermediate-Middle,,-73.906662,40.655644,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Knowledge and Power Preparatory Academy VI,middle,public_nyc_doe,Q282,Far Rockaway-Bayswater,Junior High-Intermediate-Middle,,-73.763995,40.601537,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Lafayette Academy,middle,public_nyc_doe,M256,Upper West Side,Junior High-Intermediate-Middle,,-73.971011,40.791395,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Launch Expeditionary Learning Charter School,middle,public_nyc_doe,K360,Crown Heights North,Junior High-Intermediate-Middle,,-73.935093,40.675675,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Leaders of Tomorrow,middle,public_nyc_doe,X370,Williamsbridge-Olinville,Junior High-Intermediate-Middle,,-73.860126,40.880649,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Legacy School of the Arts,middle,public_nyc_doe,K907,East New York (Pennsylvania Ave),Junior High-Intermediate-Middle,,-73.894877,40.662243,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Liberty Avenue Middle School,middle,public_nyc_doe,K662,East New York,Junior High-Intermediate-Middle,,-73.884211,40.677112,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Lower Manhattan Community Middle School,middle,public_nyc_doe,M896,Battery Park City-Lower Manhattan,Junior High-Intermediate-Middle,,-74.013303,40.705688,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 035 Stephen Decatur,middle,public_nyc_doe,K035,Stuyvesant Heights,Junior High-Intermediate-Middle,,-73.935891,40.681528,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 053 Brian Piccolo,middle,public_nyc_doe,Q053,Far Rockaway-Bayswater,Junior High-Intermediate-Middle,,-73.749891,40.604019,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 061 Dr. Gladstone H. Atwell,middle,public_nyc_doe,K061,Prospect Lefferts Gardens-Wingate,Junior High-Intermediate-Middle,,-73.949198,40.663605,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 113 Ronald Edmonds Learning Center,middle,public_nyc_doe,K113,Fort Greene,Junior High-Intermediate-Middle,,-73.971474,40.688769,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 129 Academy for Independent Learning and Lead,middle,public_nyc_doe,X129,East Tremont,Junior High-Intermediate-Middle,,-73.886721,40.846128,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 131,middle,public_nyc_doe,M131,Chinatown,Junior High-Intermediate-Middle,,-73.993607,40.716231,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 137 America's School of Heroes,middle,public_nyc_doe,Q137,Ozone Park,Junior High-Intermediate-Middle,,-73.839377,40.678112,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 158 Marie Curie,middle,public_nyc_doe,Q158,Bayside-Bayside Hills,Junior High-Intermediate-Middle,,-73.771878,40.756562,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 180 Dr. Daniel Hale Williams,middle,public_nyc_doe,X180,Co-op City,Junior High-Intermediate-Middle,,-73.831669,40.874035,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 224 Manhattan East School for Arts & Academic,middle,public_nyc_doe,M224,East Harlem South,Junior High-Intermediate-Middle,,-73.942154,40.785107,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 243 Center School,middle,public_nyc_doe,M243,Upper West Side,Junior High-Intermediate-Middle,,-73.974256,40.785234,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 246 Walt Whitman,middle,public_nyc_doe,K246,Erasmus,Junior High-Intermediate-Middle,,-73.95348,40.648352,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 250 West Side Collaborative Middle School,middle,public_nyc_doe,M250,Upper West Side,Junior High-Intermediate-Middle,,-73.973996,40.795109,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 255 Salk School of Science,middle,public_nyc_doe,M255,Gramercy,Junior High-Intermediate-Middle,,-73.981536,40.735328,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,"M.S. 267 Math, Science & Technology",middle,public_nyc_doe,K267,Stuyvesant Heights,Junior High-Intermediate-Middle,,-73.932066,40.68797,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 297,middle,public_nyc_doe,M297,West Village,Junior High-Intermediate-Middle,,-74.007192,40.731006,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 301 Paul L. Dunbar,middle,public_nyc_doe,X301,Morrisania-Melrose,Junior High-Intermediate-Middle,,-73.906739,40.822291,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 302 Luisa Dessus Cruz,middle,public_nyc_doe,X302,Longwood,Junior High-Intermediate-Middle,,-73.901599,40.816078,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 319 - Maria Teresa,middle,public_nyc_doe,M319,Washington Heights South,Junior High-Intermediate-Middle,,-73.935815,40.839139,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 324 - Patria Mirabal,middle,public_nyc_doe,M324,Washington Heights South,Junior High-Intermediate-Middle,,-73.935815,40.839139,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 358,middle,public_nyc_doe,Q358,Jamaica,Junior High-Intermediate-Middle,,-73.797981,40.708698,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 390,middle,public_nyc_doe,X390,University Heights-Morris Heights,Junior High-Intermediate-Middle,,-73.913016,40.854335,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 442 Carroll Gardens School for Innovation,middle,public_nyc_doe,K442,Windsor Terrace,Junior High-Intermediate-Middle,,-73.983116,40.656952,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 51 William Alexander,middle,public_nyc_doe,K051,Park Slope-Gowanus,Junior High-Intermediate-Middle,,-73.98505,40.672358,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 582,middle,public_nyc_doe,K582,Bushwick South,Junior High-Intermediate-Middle,,-73.939385,40.708804,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 594,middle,public_nyc_doe,X594,East Concourse-Concourse Village,Junior High-Intermediate-Middle,,-73.914067,40.827438,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 839,middle,public_nyc_doe,K839,Windsor Terrace,Junior High-Intermediate-Middle,,-73.973363,40.647598,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. 890,middle,public_nyc_doe,K890,Kensington-Ocean Parkway,Junior High-Intermediate-Middle,,-73.97101,40.644861,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. K266 - Park Place Community Middle School,middle,public_nyc_doe,K266,Park Slope-Gowanus,Junior High-Intermediate-Middle,,-73.976648,40.678809,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. M245 The Computer School,middle,public_nyc_doe,M245,Upper West Side,Junior High-Intermediate-Middle,,-73.977602,40.780536,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. M247 Dual Language Middle School,middle,public_nyc_doe,M247,Upper West Side,Junior High-Intermediate-Middle,,-73.977602,40.780536,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,M.S. X101 Edward R. Byrne,middle,public_nyc_doe,X101,Schuylerville-Throgs Neck-Edgewater Park,Junior High-Intermediate-Middle,,-73.829211,40.82708,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Madiba Prep Middle School,middle,public_nyc_doe,K681,Stuyvesant Heights,Junior High-Intermediate-Middle,,-73.9317,40.6921,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Mark Twain I.S. 239 for the Gifted & Talented,middle,public_nyc_doe,K239,Seagate-Coney Island,Junior High-Intermediate-Middle,,-73.992447,40.57864,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Marsh Avenue School for Expeditionary Learning,middle,public_nyc_doe,R063,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Junior High-Intermediate-Middle,,-74.159343,40.581958,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Middle School 322,middle,public_nyc_doe,M322,Washington Heights North,Junior High-Intermediate-Middle,,-73.930082,40.860951,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Middle School for Art and Philosophy,middle,public_nyc_doe,K588,Rugby-Remsen Village,Junior High-Intermediate-Middle,,-73.919818,40.657712,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Middle Village Prep Charter School,middle,public_nyc_doe,Q298,Ridgewood,Junior High-Intermediate-Middle,,-73.888325,40.710973,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Mott Hall Bridges Academy,middle,public_nyc_doe,K671,Brownsville,Junior High-Intermediate-Middle,,-73.911279,40.666187,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Mott Hall Charter School,middle,public_nyc_doe,X177,Morrisania-Melrose,Junior High-Intermediate-Middle,,-73.901859,40.83093,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Mott Hall Community School,middle,public_nyc_doe,X467,Schuylerville-Throgs Neck-Edgewater Park,Junior High-Intermediate-Middle,,-73.818083,40.826794,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Mott Hall II,middle,public_nyc_doe,M862,Morningside Heights,Junior High-Intermediate-Middle,,-73.965949,40.802653,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Mott Hall III,middle,public_nyc_doe,X128,Morrisania-Melrose,Junior High-Intermediate-Middle,,-73.900654,40.83447,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,Mott Hall IV,middle,public_nyc_doe,K522,Ocean Hill,Junior High-Intermediate-Middle,,-73.915106,40.678124,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Design Middle School,middle,public_nyc_doe,M514,Manhattanville,Junior High-Intermediate-Middle,,-73.956814,40.819793,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Heights Middle School,middle,public_nyc_doe,K722,Prospect Lefferts Gardens-Wingate,Junior High-Intermediate-Middle,,-73.936313,40.662092,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Millennium Bronx Academy of the Arts,middle,public_nyc_doe,X328,East Concourse-Concourse Village,Junior High-Intermediate-Middle,,-73.914067,40.827438,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New Voices School of Academic & Creative Arts,middle,public_nyc_doe,K443,Sunset Park West,Junior High-Intermediate-Middle,,-73.988743,40.660805,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New World Preparatory Charter School,middle,public_nyc_doe,R073,Port Richmond,Junior High-Intermediate-Middle,,-74.137166,40.639677,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,New York City Charter School of the Arts,middle,public_nyc_doe,M263,Battery Park City-Lower Manhattan,Junior High-Intermediate-Middle,,-74.013303,40.705688,NYC Open Data School Point Locations / NYC DOE Public School Location Information
